controller,fid,err,L_H0,L_H1,L_H2,poly_r_H0,poly_r_H1,poly_r_H2,inradius_linf,inradius_l2,r0_joint,r0_H0,r0_H1,r0_H2,M_+e0,Mupper_+e0,nev_+e0,M_+e1,Mupper_+e1,nev_+e1,M_+e2,Mupper_+e2,nev_+e2,M_-e0,Mupper_-e0,nev_-e0,M_-e1,Mupper_-e1,nev_-e1,M_-e2,Mupper_-e2,nev_-e2,M_diagmmm,Mupper_diagmmm,nev_diagmmm,M_diagmmp,Mupper_diagmmp,nev_diagmmp,M_diagmpm,Mupper_diagmpm,nev_diagmpm,M_diagmpp,Mupper_diagmpp,nev_diagmpp,M_diagpmm,Mupper_diagpmm,nev_diagpmm,M_diagpmp,Mupper_diagpmp,nev_diagpmp,M_diagppm,Mupper_diagppm,nev_diagppm,M_diagppp,Mupper_diagppp,nev_diagppp
23,0.9999885827401283,1.14172598717488e-05,0.8213784146177635,1.0208096620144378,1.0100583487649788,0.0012035655217287264,0.0009684300383435837,0.0009787382494634148,0.0003465979416517214,0.0005975592339522703,0.0003465979416517214,0.0012035655217287264,0.0009684300383435837,0.0009787382494634148,0.004682097816640491,0.004682097863444472,202,0.010450459444864724,0.010450459549325311,336,0.009865063375361817,0.009865063473970512,306,0.004682097816640491,0.004682097863444472,202,0.010450459444864724,0.010450459549325311,336,0.009865063375361817,0.009865063473970512,306,0.006358778798016218,0.0063587788615788714,245,0.006570497991813169,0.006570498057492699,269,0.007673241089451102,0.007673241166153498,281,0.006737425161598854,0.006737425228939669,257,0.006737425161598854,0.006737425228939669,257,0.007673241089451102,0.007673241166153498,281,0.006570497991813169,0.006570498057492699,269,0.006358778798016218,0.0063587788615788714,245
24,0.9999868239874061,1.3176012593874e-05,0.8213784146177635,0.9951578217206101,1.154475343124844,0.0012014243007101714,0.000991625615416834,0.0008547813457232594,0.00033215083852984124,0.000569950698361947,0.00033215083852984124,0.0012014243007101714,0.000991625615416834,0.0008547813457232594,0.005732205326821315,0.005732205384123144,212,0.0097432114960148,0.009743211593406407,315,0.0074310638890116715,0.00743106396328981,295,0.005732205326821315,0.005732205384123144,212,0.0097432114960148,0.009743211593406407,315,0.0074310638890116715,0.00743106396328981,295,0.006051226483354622,0.006051226543841678,245,0.008672393598448328,0.008672393685129846,306,0.007451564498055341,0.007451564572541458,279,0.006957255932359999,0.006957256001899656,281,0.006957255932359999,0.006957256001899656,281,0.007451564498055341,0.007451564572541458,279,0.008672393598448328,0.008672393685129846,306,0.006051226483354622,0.006051226543841678,245
25,0.9999861964971261,1.38035028739436e-05,0.8213784146177635,1.1305495162478387,1.1081955799007497,0.0012006603528584524,0.0008723160577683945,0.0008899119568890576,0.00032227342904806653,0.0005529531044324602,0.00032227342904806653,0.0012006603528584524,0.0008723160577683945,0.0008899119568890576,0.005703628449975214,0.005703628506994719,210,0.011075438420205653,0.011075438530904088,377,0.011620874505550084,0.011620874621703891,374,0.005703628449975214,0.005703628506994719,210,0.011075438420205653,0.011075438530904088,377,0.011620874505550084,0.011620874621703891,374,0.007523589226255196,0.007523589301457494,292,0.008024491870647377,0.00802449195085293,326,0.008345842256209072,0.00834584233963042,323,0.00842121868787499,0.008421218772046877,309,0.00842121868787499,0.008421218772046877,309,0.008345842256209072,0.00834584233963042,323,0.008024491870647377,0.00802449195085293,326,0.007523589226255196,0.007523589301457494,292
26,0.9999858955586922,1.41044413077829e-05,0.8213784146177635,1.0436197155385836,1.2371640634729621,0.00120029397065489,0.0009446885144201978,0.0007968996091950583,0.0003178091592749205,0.0005431804052601533,0.0003178091592749205,0.00120029397065489,0.0009446885144201978,0.0007968996091950583,0.004798231940939264,0.0047982319889075965,194,0.010256322705793769,0.010256322808310755,326,0.0088363546726807,0.008836354761004542,363,0.004798231940939264,0.0047982319889075965,194,0.010256322705793769,0.010256322808310755,326,0.0088363546726807,0.008836354761004542,363,0.005641026833219511,0.005641026889606285,245,0.006500230293132115,0.0065002303581036276,283,0.007955764481959409,0.007955764561482875,329,0.007577679967663812,0.007577680043408681,305,0.007577679967663812,0.007577680043408681,305,0.007955764481959409,0.007955764561482875,329,0.006500230293132115,0.0065002303581036276,283,0.005641026833219511,0.005641026889606285,245
27,0.999984918272474,1.50817275259563e-05,0.8213784146177635,1.0859290862507442,1.058220218122727,0.0011991041582579602,0.0009069821270484605,0.0009307309155543515,0.00033212243007006004,0.0005711485758482377,0.00033212243007006004,0.0011991041582579602,0.0009069821270484605,0.0009307309155543515,0.005998334259332109,0.005998334319292746,228,0.01133657045946645,0.011336570572781254,381,0.010741952001457094,0.01074195210882909,350,0.005998334259332109,0.005998334319292746,228,0.01133657045946645,0.011336570572781254,381,0.010741952001457094,0.01074195210882909,350,0.008659057931686332,0.008659058018237582,307,0.008907809785807946,0.008907809874844227,327,0.008693386254460988,0.008693386341354383,314,0.007055236566996926,0.007055236637516384,285,0.007055236566996926,0.007055236637516384,285,0.008693386254460988,0.008693386341354383,314,0.008907809785807946,0.008907809874844227,327,0.008659057931686332,0.008659058018237582,307
28,0.9999836112575723,1.63887424277087e-05,0.8213784146177635,1.2155950198792778,0.8644090820468878,0.0011975129125213304,0.0008091603218880862,0.001137900188695284,0.0003390146773003684,0.0005776425508168118,0.0003390146773003684,0.0011975129125213304,0.0008091603218880862,0.001137900188695284,0.00547266363142663,0.0054726636861347645,193,0.010808715625116292,0.010808715733150398,379,0.015184231098091295,0.015184231249859835,398,0.00547266363142663,0.0054726636861347645,193,0.010808715625116292,0.010808715733150398,379,0.015184231098091295,0.015184231249859835,398,0.008338542666596503,0.008338542749948545,288,0.007561090817029443,0.007561090892606183,269,0.008183310932199938,0.008183311013998652,279,0.008171225899295068,0.008171225980973269,303,0.008171225899295068,0.008171225980973269,303,0.008183310932199938,0.008183311013998652,279,0.007561090817029443,0.007561090892606183,269,0.008338542666596503,0.008338542749948545,288
29,0.9999834265024687,1.65734975312581e-05,0.8213784146177635,1.0970942953639278,1.0715287237781947,0.0011972879795297817,0.0008963919570294142,0.0009177789457659425,0.0003289050270555998,0.0005652948104363642,0.0003289050270555998,0.0011972879795297817,0.0008963919570294142,0.0009177789457659425,0.005326988658822999,0.0053269887120694255,212,0.008604545649503522,0.008604545735513242,310,0.009342257879744681,0.009342257973123519,346,0.005326988658822999,0.0053269887120694255,212,0.008604545649503522,0.008604545735513242,310,0.009342257879744681,0.009342257973123519,346,0.006167681439838195,0.006167681501486659,260,0.007378810675598213,0.007378810749353324,287,0.007735012224568479,0.007735012301886316,294,0.007283658894651941,0.007283658967459571,285,0.007283658894651941,0.007283658967459571,285,0.007735012224568479,0.007735012301886316,294,0.007378810675598213,0.007378810749353324,287,0.006167681439838195,0.006167681501486659,260
30,0.9999831413238557,1.68586761443157e-05,0.8213784146177635,0.9661898113403267,0.8018392726650493,0.0011969407843648095,0.0010175447022040807,0.0012261077217947584,0.000379678101795748,0.0006552628120122556,0.000379678101795748,0.0011969407843648095,0.0010175447022040807,0.0012261077217947584,0.005347041919213612,0.00534704197266582,192,0.007790076923120575,0.0077900770009911025,268,0.009513026138231788,0.00951302623331992,269,0.005347041919213612,0.00534704197266582,192,0.007790076923120575,0.0077900770009911025,268,0.009513026138231788,0.00951302623331992,269,0.006209239762075681,0.006209239824139116,243,0.007606263611469036,0.007606263687495235,280,0.007190442438861879,0.007190442510728881,269,0.006805227717946436,0.006805227785970942,271,0.006805227717946436,0.006805227785970942,271,0.007190442438861879,0.007190442510728881,269,0.007606263611469036,0.007606263687495235,280,0.006209239762075681,0.006209239824139116,243
31,0.999981994804659,1.80051953410088e-05,0.8213784146177635,0.7940563599026041,1.246829685346823,0.0011955449366356733,0.0012366814929592046,0.0007875933787901019,0.00034308318411069137,0.0005806888204871543,0.00034308318411069137,0.0011955449366356733,0.0012366814929592046,0.0007875933787901019,0.006306046671092575,0.0063060467341290675,221,0.012107813664735862,0.01210781378575293,305,0.007389796491056126,0.007389796564922092,298,0.006306046671092575,0.0063060467341290675,221,0.012107813664735862,0.01210781378575293,305,0.007389796491056126,0.007389796564922092,298,0.006315211072465491,0.006315211135590547,251,0.008538266239293886,0.008538266324633271,300,0.008126798568210102,0.008126798649437552,307,0.00864876476699838,0.00864876485344706,301,0.00864876476699838,0.00864876485344706,301,0.008126798568210102,0.008126798649437552,307,0.008538266239293886,0.008538266324633271,300,0.006315211072465491,0.006315211135590547,251
32,0.9999807400686458,1.92599313542097e-05,0.8213784146177635,1.1993380073401017,0.8891389692332397,0.0011940173386449978,0.0008177345024005702,0.0011030222525148159,0.0003370408273934529,0.0005755490806347655,0.0003370408273934529,0.0011940173386449978,0.0008177345024005702,0.0011030222525148159,0.006402549111478313,0.006402549175474689,221,0.009423467961617431,0.00942346805581205,348,0.013574167217202438,0.013574167352881516,373,0.006402549111478313,0.006402549175474689,221,0.009423467961617431,0.00942346805581205,348,0.013574167217202438,0.013574167352881516,373,0.007175683457528557,0.0071756835292572495,268,0.009661679479700109,0.009661679576269535,341,0.009418439570820926,0.009418439664960431,330,0.008585390667202299,0.008585390753015804,318,0.008585390667202299,0.008585390753015804,318,0.009418439570820926,0.009418439664960431,330,0.009661679479700109,0.009661679576269535,341,0.007175683457528557,0.0071756835292572495,268
33,0.9999807199896826,1.92800103173685e-05,0.8213784146177635,1.1196366494251029,1.4106309012510494,0.0011939928932023338,0.0008759270163110304,0.0006952350106704994,0.0002926084675525708,0.0004954566967556736,0.0002926084675525708,0.0011939928932023338,0.0008759270163110304,0.0006952350106704994,0.00609375868493675,0.006093758745848117,210,0.008922404550911353,0.008922404640094844,315,0.006996901084099871,0.0069969011540389975,326,0.00609375868493675,0.006093758745848117,210,0.008922404550911353,0.008922404640094844,315,0.006996901084099871,0.0069969011540389975,326,0.006428122577994013,0.0064281226422462,284,0.007162372719025626,0.007162372790617856,308,0.008179046574445521,0.008179046656195363,324,0.006840199062033342,0.006840199130403034,290,0.006840199062033342,0.006840199130403034,290,0.008179046574445521,0.008179046656195363,324,0.007162372719025626,0.007162372790617856,308,0.006428122577994013,0.0064281226422462,284
34,0.9999804245786236,1.95754213764276e-05,0.8213784146177635,1.1161179720399759,0.858261217195134,0.0011936332403879345,0.0008784237895864558,0.0011423382054114143,0.00035068296953704727,0.000601476815294836,0.00035068296953704727,0.0011936332403879345,0.0008784237895864558,0.0011423382054114143,0.005809438394694029,0.005809438452767825,212,0.008693138383393594,0.008693138470286823,320,0.014374839484217888,0.014374839627900395,356,0.005809438394694029,0.005809438452767825,212,0.008693138383393594,0.008693138470286823,320,0.014374839484217888,0.014374839627900395,356,0.007361727812343476,0.007361727885929706,273,0.007944752841757026,0.007944752921163471,292,0.008534221276118033,0.008534221361419445,314,0.007795701557295883,0.007795701635220089,296,0.007795701557295883,0.007795701635220089,296,0.008534221276118033,0.008534221361419445,314,0.007944752841757026,0.007944752921163471,292,0.007361727812343476,0.007361727885929706,273
35,0.9999789260363197,2.10739636803403e-05,0.8213784146177635,1.4466832742892417,1.513867317334655,0.0011918088166144104,0.0006766692155193164,0.0006466392563660955,0.00025884304932816214,0.0004352136914697159,0.00025884304932816214,0.0011918088166144104,0.0006766692155193164,0.0006466392563660955,0.005872933740021151,0.005872933798722843,218,0.00863473323969497,0.008634733326003435,384,0.00832013717244905,0.008320137255610573,387,0.005872933740021151,0.005872933798722843,218,0.00863473323969497,0.008634733326003435,384,0.00832013717244905,0.008320137255610573,387,0.007928470154047976,0.007928470233296712,341,0.008096648760742793,0.008096648841671591,353,0.006401931315946874,0.006401931379937741,296,0.007017730138046107,0.007017730208194458,325,0.007017730138046107,0.007017730208194458,325,0.006401931315946874,0.006401931379937741,296,0.008096648760742793,0.008096648841671591,353,0.007928470154047976,0.007928470233296712,341
36,0.99997863981606,2.13601839399447e-05,0.8213784146177635,1.016142362704502,1.42619906205823,0.0011914603532871782,0.000963093216051199,0.0006861873928388449,0.0002998541125541902,0.0005059579511902087,0.0002998541125541902,0.0011914603532871782,0.000963093216051199,0.0006861873928388449,0.006441884058470026,0.006441884122858956,224,0.011133888315590276,0.011133888426879339,357,0.00825296681666278,0.008252966899156729,357,0.006441884058470026,0.006441884122858956,224,0.011133888315590276,0.011133888426879339,357,0.00825296681666278,0.008252966899156729,357,0.007591886325576288,0.007591886401462692,305,0.008192831246197487,0.00819283132808824,322,0.008238761464969865,0.008238761547319381,316,0.008093467338274984,0.008093467419175802,316,0.008093467338274984,0.008093467419175802,316,0.008238761464969865,0.008238761547319381,316,0.008192831246197487,0.00819283132808824,322,0.007591886325576288,0.007591886401462692,305
37,0.9999782017135218,2.17982864781918e-05,0.8213784146177635,1.0773304169295483,0.9832256512452976,0.001190926978491697,0.0009079867217589222,0.00099489035124348,0.0003394253822769596,0.0005843749125481422,0.0003394253822769596,0.001190926978491697,0.0009079867217589222,0.00099489035124348,0.004942599767848936,0.0049425998172501415,195,0.006510857267924511,0.006510857333008709,255,0.010274621110612933,0.01027462121331523,314,0.004942599767848936,0.0049425998172501415,195,0.006510857267924511,0.006510857333008709,255,0.010274621110612933,0.01027462121331523,314,0.005372838023495986,0.005372838077197177,227,0.006408927250030673,0.0064089273140891,252,0.00790049862682543,0.00790049870579092,289,0.006357956534349727,0.006357956597900772,252,0.006357956534349727,0.006357956597900772,252,0.00790049862682543,0.00790049870579092,289,0.006408927250030673,0.0064089273140891,252,0.005372838023495986,0.005372838077197177,227
38,0.9999775387838377,2.24612161623394e-05,0.8213784146177635,0.9519296604159077,0.9185578672841623,0.001190119884379307,0.0010269023274360994,0.0010642103439022015,0.0003631454183765335,0.0006277917963567819,0.0003631454183765335,0.001190119884379307,0.0010269023274360994,0.0010642103439022015,0.0057671573107946125,0.005767157368444428,205,0.009390536760310396,0.009390536854175234,305,0.00975975851009871,0.009759758607653622,303,0.0057671573107946125,0.005767157368444428,205,0.009390536760310396,0.009390536854175234,305,0.00975975851009871,0.009759758607653622,303,0.006455772633886354,0.006455772698414644,240,0.008566100296313772,0.008566100381934335,285,0.009380864370666186,0.00938086446443517,301,0.007042533733446934,0.0070425338038452995,253,0.007042533733446934,0.0070425338038452995,253,0.009380864370666186,0.00938086446443517,301,0.008566100296313772,0.008566100381934335,285,0.006455772633886354,0.006455772698414644,240
39,0.9999744085017265,2.5591498273525e-05,0.8213784146177635,0.8955864038793877,1.2628868443470505,0.0011863088734588136,0.0010880117178060833,0.0007715722957209068,0.0003269989959159692,0.0005559775718764897,0.0003269989959159692,0.0011863088734588136,0.0010880117178060833,0.0007715722957209068,0.005073766551006336,0.005073766601725621,197,0.01119954567789197,0.011199545789830283,318,0.008116325998928711,0.008116326080050553,321,0.005073766551006336,0.005073766601725621,197,0.01119954567789197,0.011199545789830283,318,0.008116325998928711,0.008116326080050553,321,0.006084255667085536,0.0060842557278989115,261,0.008430502256898191,0.008430502341164776,314,0.006751849662713805,0.006751849730205249,278,0.00699066986783573,0.00699066993771231,263,0.00699066986783573,0.00699066993771231,263,0.006751849662713805,0.006751849730205249,278,0.008430502256898191,0.008430502341164776,314,0.006084255667085536,0.0060842557278989115,261
40,0.9999742592136068,2.57407863931691e-05,0.8213784146177635,1.263704298998272,1.3573965890005224,0.0011861271203001565,0.0007709550520478272,0.0007177410209382078,0.0002830109139267043,0.0004803249766801502,0.0002830109139267043,0.0011861271203001565,0.0007709550520478272,0.0007177410209382078,0.005371246372767886,0.005371246426460295,192,0.008684652656333915,0.008684652743143454,327,0.012715932519221325,0.01271593264631865,475,0.005371246372767886,0.005371246426460295,192,0.008684652656333915,0.008684652743143454,327,0.012715932519221325,0.01271593264631865,475,0.006730544291370346,0.006730544358641273,292,0.00645775401640388,0.006457754080952487,290,0.008719843999056849,0.008719844086210817,352,0.008608982010743182,0.008608982096793557,336,0.008608982010743182,0.008608982096793557,336,0.008719843999056849,0.008719844086210817,352,0.00645775401640388,0.006457754080952487,290,0.006730544291370346,0.006730544358641273,292
41,0.9999724444277631,2.75555722368814e-05,0.8213784146177635,0.9621283194974184,0.9168673156273788,0.001183917680884558,0.0010107221750533938,0.0010606163085849442,0.0003601147136840561,0.0006224163385452851,0.0003601147136840561,0.001183917680884558,0.0010107221750533938,0.0010606163085849442,0.005776935346392523,0.005776935404132173,213,0.009123928783440696,0.00912392887463593,300,0.01108325752536361,0.011083257636142,340,0.005776935346392523,0.005776935404132173,213,0.009123928783440696,0.00912392887463593,300,0.01108325752536361,0.011083257636142,340,0.006786347454154367,0.006786347521983081,245,0.008055841697278824,0.008055841777799819,284,0.007459730274909591,0.007459730349468176,272,0.009066775056271788,0.009066775146901674,311,0.009066775056271788,0.009066775146901674,311,0.007459730274909591,0.007459730349468176,272,0.008055841697278824,0.008055841777799819,284,0.006786347454154367,0.006786347521983081,245
42,0.9999710122751596,2.89877248403902e-05,0.8213784146177635,1.2047500519796719,1.0454782178195372,0.0011821740842899433,0.0008059864978305593,0.0009287733198128562,0.0003161251992588985,0.0005411987923616344,0.0003161251992588985,0.0011821740842899433,0.0008059864978305593,0.0009287733198128562,0.005102945880714201,0.00510294593172592,208,0.009095656825786707,0.009095656916703625,337,0.007628589007867486,0.007628589084120667,276,0.005102945880714201,0.00510294593172592,208,0.009095656825786707,0.009095656916703625,337,0.007628589007867486,0.007628589084120667,276,0.006065005278771625,0.006065005339391331,270,0.007148771340233286,0.007148771411689693,288,0.007142794404199098,0.007142794475594546,300,0.006421565090288442,0.006421565154473379,263,0.006421565090288442,0.006421565154473379,263,0.007142794404199098,0.007142794475594546,300,0.007148771340233286,0.007148771411689693,288,0.006065005278771625,0.006065005339391331,270
43,0.999969510522715,3.04894772850117e-05,0.8213784146177635,1.2983731345233553,1.2219777399823752,0.001180345752291885,0.0007467117864189604,0.0007933945856757614,0.00029012240036134523,0.0004938733068535099,0.00029012240036134523,0.001180345752291885,0.0007467117864189604,0.0007933945856757614,0.006038155575483884,0.006038155635834276,214,0.011386004813743621,0.011386004927549421,430,0.007481806880123055,0.007481806954907543,305,0.006038155575483884,0.006038155635834276,214,0.011386004813743621,0.011386004927549421,430,0.007481806880123055,0.007481806954907543,305,0.0066037849318171405,0.00660378499782641,300,0.007818768044935129,0.007818768123089417,326,0.007663373999477906,0.007663374076078382,309,0.008084132814664859,0.008084132895467493,324,0.008084132814664859,0.008084132895467493,324,0.007663373999477906,0.007663374076078382,309,0.007818768044935129,0.007818768123089417,326,0.0066037849318171405,0.00660378499782641,300
44,0.9999564152856523,4.3584714347733e-05,0.8213784146177635,1.0113503898817255,1.2129057036251825,0.0011644027510699288,0.0009456814326854914,0.0007885322682479001,0.00031402825358689757,0.0005372922572255578,0.00031402825358689757,0.0011644027510699288,0.0009456814326854914,0.0007885322682479001,0.006268232790508022,0.006268232853161866,225,0.0065474468714275084,0.006547446936868822,255,0.007424541760184164,0.007424541834396691,305,0.006268232790508022,0.006268232853161866,225,0.0065474468714275084,0.006547446936868822,255,0.007424541760184164,0.007424541834396691,305,0.005472836807881249,0.005472836862584051,244,0.007570852251446847,0.0075708523271190015,316,0.006454158436807213,0.006454158501316887,284,0.008387680208289096,0.008387680292124094,321,0.008387680208289096,0.008387680292124094,321,0.006454158436807213,0.006454158501316887,284,0.007570852251446847,0.0075708523271190015,316,0.005472836807881249,0.005472836862584051,244
45,0.9999550715123738,4.49284876261613e-05,0.8213784146177635,1.0390363975063095,1.216491279413787,0.0011627667532696168,0.0009191896594412058,0.0007851034598711467,0.0003103999550059359,0.0005310782143065931,0.0003103999550059359,0.0011627667532696168,0.0009191896594412058,0.0007851034598711467,0.005837939406743929,0.005837939465100667,217,0.008402734347622575,0.008402734431614916,299,0.007391344990884811,0.007391345064764859,306,0.005837939406743929,0.005837939465100667,217,0.008402734347622575,0.008402734431614916,299,0.007391344990884811,0.007391345064764859,306,0.006716463396941716,0.006716463464072252,286,0.006279007528193066,0.00627900759095428,281,0.0076233525505121965,0.007623352626709281,306,0.007452494778770037,0.007452494853258601,301,0.007452494778770037,0.007452494853258601,301,0.0076233525505121965,0.007623352626709281,306,0.006279007528193066,0.00627900759095428,281,0.006716463396941716,0.006716463464072252,286
46,0.9999470205626795,5.29794373205217e-05,0.8213784146177635,1.2100358179244755,1.1667565376432367,0.0011529649986225586,0.0007826384547052122,0.0008116693861354157,0.00029611319430058054,0.0005061914904106613,0.00029611319430058054,0.0011529649986225586,0.0007826384547052122,0.0008116693861354157,0.006121418853465412,0.006121418914653901,208,0.009252166825900852,0.009252166918380562,357,0.010009033317956585,0.010009033418000364,355,0.006121418853465412,0.006121418914653901,208,0.009252166825900852,0.009252166918380562,357,0.010009033317956585,0.010009033418000364,355,0.007367311899244583,0.00736731197288234,313,0.008034114793050455,0.00803411487334877,310,0.00818813109994402,0.008188131181782556,317,0.007963535666247674,0.007963535745843891,306,0.007963535666247674,0.007963535745843891,306,0.00818813109994402,0.008188131181782556,317,0.008034114793050455,0.00803411487334877,310,0.007367311899244583,0.00736731197288234,313
47,0.9999444525464534,5.55474535466338e-05,0.8213784146177635,1.3963016613280463,1.0280950861163605,0.0011498385270968757,0.0006763957765079009,0.0009186431870041662,0.0002909790417686257,0.0004922429634734266,0.0002909790417686257,0.0011498385270968757,0.0006763957765079009,0.0009186431870041662,0.006398930967095597,0.0063989310310561005,228,0.0063568715444045345,0.006356871607945146,294,0.011399911353296455,0.011399911467239014,370,0.006398930967095597,0.0063989310310561005,228,0.0063568715444045345,0.006356871607945146,294,0.011399911353296455,0.011399911467239014,370,0.006563728600859206,0.006563728666467256,280,0.007875230082556053,0.007875230161271191,317,0.008759095502959934,0.008759095590509886,355,0.006464396075442025,0.006464396140053003,291,0.006464396075442025,0.006464396140053003,291,0.008759095502959934,0.008759095590509886,355,0.007875230082556053,0.007875230161271191,317,0.006563728600859206,0.006563728666467256,280
48,0.9999438611998864,5.61388001135699e-05,0.8213784146177635,1.424463255912844,1.33686891764165,0.0011491185829653346,0.0006626083164770856,0.0007060237450571659,0.00026344891016312716,0.00044538720738265445,0.00026344891016312716,0.0011491185829653346,0.0006626083164770856,0.0007060237450571659,0.005743457956518122,0.005743458013930454,210,0.009699654810091878,0.009699654907037761,427,0.007438820805642576,0.00743882087999353,327,0.005743457956518122,0.005743458013930454,210,0.009699654810091878,0.009699654907037761,427,0.007438820805642576,0.00743882087999353,327,0.006743020043219904,0.006743020110615159,309,0.007180116056396244,0.00718011612816313,331,0.008131586605865732,0.008131586687143005,364,0.006647026579894376,0.0066470266463360015,312,0.006647026579894376,0.0066470266463360015,312,0.008131586605865732,0.008131586687143005,364,0.007180116056396244,0.00718011612816313,331,0.006743020043219904,0.006743020110615159,309
49,0.9999436897848124,5.63102151875938e-05,0.8213784146177635,0.953479305973194,0.9036312342610161,0.0011489098910043884,0.000989732843597114,0.0010443306395706822,0.00035232170104804666,0.0006091066664448924,0.00035232170104804666,0.0011489098910043884,0.000989732843597114,0.0010443306395706822,0.005651725294874859,0.005651725351371477,216,0.008949532419322637,0.008949532508774293,299,0.012407295877559392,0.012407296001572964,363,0.005651725294874859,0.005651725351371477,216,0.008949532419322637,0.008949532508774293,299,0.012407295877559392,0.012407296001572964,363,0.007136523125099662,0.007136523196432283,260,0.008109965843025592,0.008109965924081964,290,0.008661271333703613,0.008661271420274553,297,0.0071342732612401346,0.0071342733325498835,278,0.0071342732612401346,0.0071342733325498835,278,0.008661271333703613,0.008661271420274553,297,0.008109965843025592,0.008109965924081964,290,0.007136523125099662,0.007136523196432283,260
50,0.9999403929265362,5.96070734637522e-05,0.8213784146177635,0.9252542096795959,0.988474779140248,0.0011448960793226577,0.0010163616838466307,0.0009513575322114635,0.0003438230342816553,0.0005938262892668891,0.0003438230342816553,0.0011448960793226577,0.0010163616838466307,0.0009513575322114635,0.005185501704259986,0.005185501756093681,202,0.008211861103283816,0.008211861185362341,286,0.014924312074410246,0.014924312223574786,442,0.005185501704259986,0.005185501756093681,202,0.008211861103283816,0.008211861185362341,286,0.014924312074410246,0.014924312223574786,442,0.006600482169848029,0.006600482235821787,263,0.00772141192243785,0.007721411999613079,283,0.007764573234836593,0.007764573312441552,285,0.007089241347030048,0.0070892414178861584,267,0.007089241347030048,0.0070892414178861584,267,0.007764573234836593,0.007764573312441552,285,0.00772141192243785,0.007721411999613079,283,0.006600482169848029,0.006600482235821787,263
51,0.9999377005712213,6.22994287786671e-05,0.8213784146177635,1.1718875168849883,0.9942307490249317,0.0011416182292253913,0.0008001626075106648,0.0009431417929283702,0.0003138750169437054,0.0005381200046198521,0.0003138750169437054,0.0011416182292253913,0.0008001626075106648,0.0009431417929283702,0.006015848646871061,0.006015848706998639,216,0.009170657090728368,0.009170657182390324,339,0.012973838854707341,0.012973838984386395,398,0.006015848646871061,0.006015848706998639,216,0.009170657090728368,0.009170657182390324,339,0.012973838854707341,0.012973838984386395,398,0.00772377143117942,0.0077237715083815495,312,0.008236130765579773,0.008236130847898312,323,0.007927359205294852,0.007927359284531131,329,0.008418162224777056,0.008418162308913665,337,0.008418162224777056,0.008418162308913665,337,0.007927359205294852,0.007927359284531131,329,0.008236130765579773,0.008236130847898312,323,0.00772377143117942,0.0077237715083815495,312
52,0.9999335906978701,6.64093021298662e-05,0.8213784146177635,1.043463878820791,0.9627397509891685,0.0011366145996257737,0.0008947034169760283,0.0009697228112922551,0.0003301728060240856,0.0005691835640435586,0.0003301728060240856,0.0011366145996257737,0.0008947034169760283,0.0009697228112922551,0.005493146325928344,0.005493146380837423,227,0.008328556922255183,0.008328557005498304,318,0.010072657046056453,0.010072657146738016,329,0.005493146325928344,0.005493146380837423,227,0.008328556922255183,0.008328557005498304,318,0.010072657046056453,0.010072657146738016,329,0.0064439024335997755,0.006443902498010317,276,0.00828223309466391,0.008282233177450578,298,0.008076331265014244,0.008076331345742406,303,0.006610839389242054,0.006610839455322489,262,0.006610839389242054,0.006610839455322489,262,0.008076331265014244,0.008076331345742406,303,0.00828223309466391,0.008282233177450578,298,0.0064439024335997755,0.006443902498010317,276
53,0.9999330801517845,6.69198482154965e-05,0.8213784146177635,0.8183556168237166,1.1486603198133614,0.0011359930273031086,0.001140189097014602,0.000812320348921491,0.0003346299103507915,0.000571701122800067,0.0003346299103507915,0.0011359930273031086,0.001140189097014602,0.000812320348921491,0.0052301142063022835,0.0052301142585834655,202,0.01216726511943533,0.012167265241051183,341,0.0059331914456391445,0.0059331915049442956,261,0.0052301142063022835,0.0052301142585834655,202,0.01216726511943533,0.012167265241051183,341,0.0059331914456391445,0.0059331915049442956,261,0.00634746915218484,0.006347469215633143,251,0.00614523444854694,0.006145234509973472,269,0.006891805576542809,0.006891805645426612,264,0.00653346839552954,0.006533468460837763,272,0.00653346839552954,0.006533468460837763,272,0.006891805576542809,0.006891805645426612,264,0.00614523444854694,0.006145234509973472,269,0.00634746915218484,0.006347469215633143,251
54,0.9999223709138325,7.76290861674855e-05,0.8213784146177635,0.9566897565237589,0.9458896698089123,0.0011229548980314118,0.0009641275110792792,0.0009751358358936616,0.00033861423989971245,0.0005851607245660521,0.00033861423989971245,0.0011229548980314118,0.0009641275110792792,0.0009751358358936616,0.004731172321118059,0.004731172368410934,194,0.0072631831071552355,0.00726318317975445,270,0.010805578407349449,0.010805578515346758,335,0.004731172321118059,0.004731172368410934,194,0.0072631831071552355,0.00726318317975445,270,0.010805578407349449,0.010805578515346758,335,0.005579452113077335,0.005579452168847868,224,0.006497894195124997,0.006497894260069663,258,0.007076205705297236,0.007076205776024061,275,0.006715363311255308,0.006715363378373008,259,0.006715363311255308,0.006715363378373008,259,0.007076205705297236,0.007076205776024061,275,0.006497894195124997,0.006497894260069663,258,0.005579452113077335,0.005579452168847868,224
