controller,fid,diag_gain_min,diag_gain_med,diag_gain_max,inradius_gauge_est,inradius_gauge_cert,inradius_poly,inradius_gain_est,inradius_gain_cert,traj_box_joint,traj_box_sep,traj_gain,ang_diag_gain,ang_inradius_cert,ang_inradius_gain
52,0.9999335906978701,1.5583486427073494,1.5583486427073494,1.5583486427073494,0.0008444567487811168,0.0007304977530090503,0.0005695306767150145,1.4827239046223872,1.2826310906068745,0.0008180845352476015,0.0005249688759161926,1.5583486427073492,1.5899821739981765,0.0011614784054301125,1.589982173998176
53,0.9999330801517845,1.5191434663525007,1.5191434663525007,1.5191434663525007,0.0007923826819396722,0.0006662612071204384,0.0005719029516192305,1.3855194831504136,1.1649899781668396,0.0008076339918989817,0.0005316377352022783,1.5191434663525,1.5887334597321008,0.0010585114726737403,1.5887334597321012
54,0.9999223709138325,1.5545194421202682,1.5545194421202682,1.5545194421202682,0.0008822701161972549,0.0007238453269177863,0.0005854696748404293,1.5069441750979145,1.2363498196812184,0.0008232474255607842,0.0005295832289095889,1.554519442120268,1.5639721148948376,0.0011320739067963558,1.5639721148948382
55,0.9999206945115415,1.5636287701774942,1.5636287701774942,1.5636287701774942,0.0009184897486266206,0.0007892141616008,0.0006110473529231389,1.5031400500022354,1.2915761075231627,0.0008618083621985626,0.0005511591872927325,1.5636287701774945,1.560321128230682,0.001231427531044592,1.560321128230682
56,0.9999190346862958,1.59103108492013,1.59103108492013,1.59103108492013,0.0007697731456628135,0.0006211145046470713,0.000516807565256581,1.4894773169209354,1.2018293585518716,0.0007459095759631528,0.0004688214976017251,1.5910310849201301,1.5567605681886632,0.0009669265691645946,1.556760568188663
57,0.9999084156898567,1.549092143305452,1.549092143305452,1.549092143305452,0.0006242484756030194,0.0005147759645136183,0.0004454599928151865,1.4013569920340951,1.1556053805424222,0.000624140466503503,0.000402907257131724,1.5490921433054514,1.535151071953398,0.0007902588737389253,1.5351510719533978
58,0.9999069849275312,1.4937264748244263,1.4937264748244263,1.4937264748244263,0.0005182671920662502,0.000427024641590417,0.0003909960423181027,1.3255049565044024,1.0921456878660745,0.000536749013374643,0.00035933554263188177,1.4937264748244259,1.532381511469154,0.0006543646657148969,1.532381511469154
59,0.9999037240988098,1.5739952311498495,1.5739952311498495,1.5739952311498495,0.0008582590842648138,0.0007296612495683429,0.0005718710394412875,1.500791306206596,1.2759192182230716,0.0007946271517904761,0.0005048472422689474,1.57399523114985,1.5261843980243652,0.0011135976149341678,1.5261843980243657
60,0.9999033447097302,1.5384206090410042,1.5384206090410042,1.5384206090410042,0.0007563758645426404,0.000659837501126599,0.0005247866111619033,1.4413017566663662,1.25734438930461,0.000715985574907057,0.0004654030053285469,1.5384206090410046,1.5254734608245473,0.001006564596425414,1.525473460824547
61,0.9999009466228718,1.5637615492151002,1.5637615492151002,1.5637615492151002,0.0008725857000586098,0.0007340403940650735,0.0005810914368259119,1.501632350366275,1.2632097937539963,0.0007989853906221503,0.0005109381229019129,1.5637615492150996,1.5210266893609135,0.001116495030441979,1.5210266893609132
