seed,fid,err,u1_0,u1_1,u1_2,u1_3,u1_4,u1_5,u1_6,u1_7,u1_8,u1_9,u1_10,u1_11,u1_12,u1_13,u1_14,u1_15,u1_16,u1_17,u1_18,u1_19,u2_0,u2_1,u2_2,u2_3,u2_4,u2_5,u2_6,u2_7,u2_8,u2_9,u2_10,u2_11,u2_12,u2_13,u2_14,u2_15,u2_16,u2_17,u2_18,u2_19
20260834,9.9999999999949662e-01,5.0337511936504598e-13,-2.4310374481261463e+00,-2.4100296534108878e+00,-1.0809558851406309e+00,-1.1348414968007788e-01,-3.2569807896353792e-01,2.5445205193956943e-01,-1.2663150651905433e+00,-9.0659471417314619e-01,-6.8375388004046722e-01,1.3294746119228411e+00,2.0762082258859316e+00,2.1269147890461091e+00,-1.0433613267020936e+00,-3.8542601706456647e-01,7.6273317307978417e-01,-2.0747839237266352e+00,-2.3830896644539257e+00,-6.6667665470142168e-01,-3.4183612894034354e+00,-2.1350273521731493e+00,-1.8874979105585667e+00,4.1965634886520498e-01,-1.3710260080022703e+00,-1.6477593834442186e+00,5.6845203752980522e-01,9.5139190894094916e-01,9.2391366854394086e-01,8.3764798173745977e-02,2.4059481387271500e-01,-6.0241187867470247e-01,1.5813708302893670e+00,-1.0843921103415610e+00,-4.3013111113939476e-02,8.7550253352220897e-01,-9.8159557854404042e-02,4.4122708563409158e-01,-1.8450788983767643e+00,-1.9128651328808488e+00,3.8735744947632039e-01,-9.8899892687105240e-01
20260835,9.9999999999907718e-01,9.2281737806843012e-13,6.0715785339686157e-01,-1.4480845545946606e+00,-7.2715131131756972e-01,6.9006809677551175e-03,2.6715199825944436e+00,1.8571338250069320e+00,3.1107337661112539e-01,-9.0047959565056179e-02,-2.2321166437178688e+00,-2.0338707994356944e+00,1.9590133828848821e+00,2.2790088289794714e+00,-1.4345969429706020e+00,5.9043432350221414e-01,-7.6409510131870390e-02,-2.7921106782111202e+00,-1.9497908002512723e+00,9.3193906750347455e-01,-3.6386474554827941e-01,-5.5215896873620129e-01,9.2380218624756205e-02,4.9234945623760723e-01,5.7521953754319299e-01,-1.9101667766707702e+00,-2.9321130203509704e+00,7.0771257019382872e-01,3.4552715265517409e-01,4.5732171539553967e-01,5.3175750266901889e-01,6.3070745068735490e-01,-1.2820989054746710e+00,-7.9442871961622707e-01,1.2568294725748614e+00,-7.2029247484380710e-01,2.6463836559758408e-01,-1.3994949747392271e+00,-2.0328855590698245e+00,3.3145116549492087e-01,7.8224634909501867e-01,-7.8091438914510403e-01
20260836,9.9999999999918876e-01,8.1123996409360188e-13,3.6950131070459754e-03,2.5345727592025695e+00,-5.0380902728259222e-02,-2.0439214189001986e+00,-2.6834739809821029e+00,-3.6031468844132473e+00,-2.4202125742913045e+00,3.7757715442631836e+00,1.6799753103529098e+00,1.6801821138360038e+00,2.7295318526076079e-01,1.6355101407880073e+00,-1.6793204087329001e+00,-2.2585808813698685e+00,6.6449691581046466e-01,-1.3157548117730375e+00,-5.2768152442230976e-01,3.4302133426169568e-01,1.5021050603600181e+00,5.2938074206848329e-01,-9.6560333927245730e-03,2.7331579132893284e+00,-1.9962973150609392e-01,-1.5665748401603599e-01,1.6972642272120799e+00,-2.6259084331816790e-01,-1.0126351006204770e+00,-6.8695463062049911e-01,1.6238972465694207e-01,3.0723051048598733e+00,-1.1126473161646513e+00,4.0899643439097366e-01,4.9173962037832220e-01,4.0981191252809956e-01,3.0960702078787516e+00,1.5459834275191180e+00,-1.4583542379721635e+00,3.6670551836108611e+00,1.7384097581872808e+00,-1.7242822261441544e+00
20260837,9.9999999999925204e-01,7.4795725168996796e-13,-2.7636334506235967e+00,8.8908544272755101e+00,1.8975774256828255e+00,-1.6659743808382941e+00,1.0608912140104403e+00,-7.0709452525483177e-02,-9.2928569687038790e-02,-1.1143257836965390e+00,1.0492984162274968e-01,-6.0857472796477974e-01,-6.6693767992797859e-01,5.0149499814198784e-01,-9.5569744771385601e-01,-1.1670231378024993e+00,1.8946587674507436e+00,-9.5976874110862276e-01,9.8620261134035836e-01,5.6229778998116897e+00,1.4408272690939619e+00,-4.1510459753762605e+00,-1.2475165050823427e+00,-2.5076025870664083e+00,-1.4547856891093132e+00,1.0831004067072936e+00,-3.6883080639682725e-01,8.7372552489522981e-01,-2.2068683121126620e+00,2.2880250551581263e+00,-5.8364490607666086e-01,-1.0829311437186298e-01,-4.2664732713649967e-01,-6.0363946407232483e-01,-3.4929932778048112e-01,1.5492157523834316e+00,4.2635424573137195e+00,4.2512398663602173e+00,-1.7439215840711486e+00,-2.4146340414678482e+00,-2.5150687840806385e-01,-7.8019181862447740e-01
20260838,9.9999999999952205e-01,4.7795101210112989e-13,-9.5294800360842924e-01,2.5682666186247856e+00,6.9529539911034322e-01,1.3600147602357238e+00,-2.9338911512492061e-01,-1.4317654831778854e+00,-1.1529198936906830e+00,-2.9188123868435993e+00,6.5387939660984107e-01,2.9720007873529175e-01,-2.3333506192252506e-02,-8.7414054382377693e-01,5.3767872428801400e-01,4.3525776732548875e+00,-1.6605777059721452e+00,-6.2822550055902315e+00,3.1598049013984673e+00,3.4008852468396618e+00,-2.1995243784018785e+00,1.0553603483652392e+00,4.9593728903660816e-01,2.2830807015049941e+00,1.5802266307983295e+00,2.5269280180003861e-01,3.5753855150373459e-01,2.1928379688393407e-01,1.1092455510414188e+00,-1.2941808953234812e+00,8.8119291447354064e-01,5.8986554905995525e-01,5.7496669113322789e-02,1.1407529955325613e+00,2.9444348747830840e-01,-2.0596351741446970e+00,-3.4229971216576294e+00,1.2946674765322470e+00,2.3941661962611334e+00,2.5342087092787842e+00,8.4866464001827180e-01,8.2017089475999949e-02
20260839,9.9999999999955036e-01,4.4964032497318840e-13,1.1783818707330698e+00,1.1260118869224871e+00,1.4274103567363410e+00,2.9407390383338960e-01,-8.0252124747593256e-01,-4.8884228947548275e-01,-3.9525326178441195e-01,1.4718555189824314e-01,-1.2787020817721734e-01,1.9364009020636148e+00,7.1443428018645472e-01,-2.0285162756036876e+00,-2.1078200784070082e+00,-3.6773909747813374e-02,4.1215533497138590e-01,1.2132330713294521e+00,4.8281657943511164e-01,1.0430304965536723e+00,-2.1726315559541569e+00,-1.8065687571239419e+00,1.0815703406994681e+00,2.5197777576729004e+00,3.2032917794606894e+00,-9.2758489711666081e-01,3.8147761968537575e-01,2.4119592280116890e+00,8.8291510529518868e-01,-1.9505482754153761e-02,-1.1288405602822529e+00,2.2103372198395763e-01,-2.5902405869605055e-01,-1.2611415475800409e+00,-8.8718040989771763e-01,-8.3568041474044577e-02,1.9171773441622058e+00,8.3720681613392869e-02,9.2815289957178559e-01,-7.6649753126274511e-01,2.7727548809337770e+00,-9.0473060736731323e-02
20260840,9.9999999999983202e-01,1.6797674362578618e-13,-2.7724333960366234e+00,3.0154114355283768e+00,-8.1737639728622813e-01,-4.7486375063494499e+00,5.0066704539863149e+00,9.0302000548101868e-01,-1.7879872610769070e+00,-1.1461046089300553e+00,1.9149531833391578e+00,1.3288882625466212e+00,-3.7981471178428703e+00,5.0623079338840105e-01,3.8753076314722812e-01,1.7858334590439096e+00,-1.6462852796934067e+00,-4.1032770630412624e-01,2.6643148809285435e+00,-1.8696510820508843e+00,-8.9933597534529564e-01,1.7315536328314735e-01,2.0535817383136772e+00,-8.9834316682923321e-01,1.6008168578291699e+00,3.3511563195388544e-01,2.7829639836488314e+00,-4.5371474118224109e+00,-3.7025154222765311e-02,1.2466117662819989e+00,1.3291673414931373e+00,-9.2718186354734833e-01,-6.9891516888378391e-01,1.2512242356443894e+00,-2.2372743645795965e+00,1.2484744335172999e+00,-7.6312041951263476e-01,4.0339883102846624e-01,-4.7061381296067728e-01,1.1755352334117779e+00,3.8313528842748168e+00,1.0766093068145395e+00
20260841,9.9999999999952505e-01,4.7495340993464197e-13,-2.8265015437462688e+00,-2.0709244236892883e+00,-7.8332265365241827e-01,-1.4025749190746308e+00,1.2462703685950216e+00,7.2067290349680846e-01,-4.1145996504422583e-01,1.5176520996066052e+00,-3.5786620548145331e-01,-5.5693433122318381e-01,2.6697577198905420e+00,1.9962405800070164e+00,-2.7118621329687836e-01,-1.1426253278670471e+00,-5.1995353166879499e-01,-2.9780036776333847e+00,-1.5949073324121318e-01,1.2172444253027372e+00,1.2924436949567870e+00,1.6960022350206727e+00,-6.0648703567145634e-01,1.4869193432086851e+00,4.1033198636843765e-01,-1.3860186024602688e+00,-4.6167495455687335e-01,2.3998829328985587e+00,8.6825849643796238e-01,-1.3462971919418720e+00,-3.6251493884847726e-02,-1.0206058300341212e+00,1.4491846255114360e-01,4.3823909584162402e-01,-1.4044998184661845e+00,1.7728391138765929e+00,9.9624685651027711e-01,-1.7729923351936827e+00,-5.0560336206280998e-01,-1.1931337999013059e+00,2.5768468339414556e+00,1.8310510455690635e-01
20260842,9.9999999999845379e-01,1.5462076063954555e-12,-4.9678415645057292e+00,-4.5112813204531994e+00,5.6179562488518702e+00,-1.8474633073676718e+00,1.6941095452124912e+00,8.2265630872037906e-02,-7.9287888162449360e-01,4.9074922917652669e-01,-2.5899411166977482e-01,-3.1139856939030108e-01,4.3220231499231249e-01,-4.8698679151921408e-02,-1.3014993618106904e-01,1.4423142533242095e-01,-2.3738911547385491e-01,1.3656147403551264e+00,-3.8075092903695884e+00,8.9647060853061173e+00,1.3634448646116470e+00,-2.0358425117016772e+00,2.0444514102669831e+00,-2.2976627077751273e+00,1.1948693930162388e+00,2.4961215567006416e+00,-5.5893752227842231e-01,-2.0508441009634697e+00,1.0487641102238876e+00,-1.0559124786414538e+00,5.0760656864810128e-02,-2.1504377287328991e-01,-8.2329959259722829e-01,-2.9490571039001989e-01,1.6637009090229233e+00,2.3782619253046788e-01,-4.5628485819213632e-01,1.0309609355131444e+00,-3.6323678905369622e-01,-3.8091291392842481e+00,-1.1468778309246437e+00,-1.2433918567395268e+00
20260843,9.9999999999944089e-01,5.5910831520122883e-13,5.6216707776989017e-01,-2.1052574633191967e+00,9.8409964211872563e+00,-1.3130872365281224e-01,-1.1053325923438972e-01,1.1176677358525702e+00,-1.6080718956610171e-01,-8.8415511681503509e-02,2.2769022432481797e-01,-1.7412921835202230e-01,-2.4857823247784608e-01,3.1722235150114275e-01,2.2596119054707292e-01,-5.8947897389180415e-01,3.3890476092135735e-01,-9.8530967168586808e-02,-2.1022000823334506e+00,4.5429890552309997e+00,-3.6954307475904296e+00,-6.2136358966168599e+00,-1.1693682105179402e+00,-2.1169561141158533e+00,-9.6457404616364095e-01,-2.1436374225463837e+00,1.4729136372923695e+00,-6.4494707849423560e-01,-1.2501692187928739e+00,1.0202168268583696e+00,-2.9446147482077240e-01,-1.0082448809575564e+00,-1.0590291504100946e+00,5.0732821603206335e-01,-1.1155284499174720e+00,1.2910391192813955e-01,-1.9305145118628997e+00,-1.9562308305894667e+00,2.3423177451763761e+00,8.6360744257944799e-01,-1.3612886877317054e+00,2.7841257708487452e+00
20260844,9.9999999999832356e-01,1.6764367671839864e-12,3.2250915780893530e-01,-1.7695003619129650e+00,-7.5215720487054594e-01,6.0360612411626324e-01,3.6516746730485228e-01,-1.3136564340870194e+00,-8.0697248955113365e-01,1.5806617636019191e+00,9.6169118944048160e-01,-3.3027336918337222e+00,3.2529069881768052e-01,-4.9758907071036579e-01,1.4929235746575464e+00,-3.5295938491985185e-01,-2.3721699516957870e+00,5.9496187889897856e-01,2.8271243310832799e+00,-2.1388245796327481e+00,-1.4209493646196885e+00,1.5406650399403783e+00,-6.5972707307927558e-01,1.6695789190842591e+00,1.1687574953226796e+00,-3.3201332945828088e-01,-1.7362523542018118e-01,-1.9146035909383925e+00,2.2532826396578995e+00,-6.5080822997108778e-01,-2.0921596575381449e+00,8.0602427023102996e-01,3.6529304265885215e-01,-1.3069131646571222e+00,1.1378650476409848e+00,-1.9259058998684690e-02,-9.8087068470585931e-02,-2.4249213443332991e+00,9.2899139096198036e-01,1.4739077221795014e+00,2.4519802012365863e-01,3.0415713777173552e-02
20260845,9.9999999999986577e-01,1.3422596367718143e-13,-2.8793229781089154e+00,9.9257011300809184e-01,6.0032270024933840e+00,9.8450982258698916e-01,-1.1422936727291599e+00,1.5999650917442665e+00,-1.8462739811552140e-01,-2.2692594568814758e-01,3.8481320376679773e-01,-3.7528582236732067e-01,4.1168535485896018e-01,2.9569929108591776e-02,1.1534807276616683e+00,-8.7967335296107352e-01,1.0021870190650046e+00,-7.9755922168632976e-02,1.1310001335399815e+00,3.0131828331259070e+00,-3.8737314572043666e+00,-3.9153163154232713e+00,-9.2636973928210742e-01,-9.5944080645517049e-01,-6.7481491910573599e-01,-2.1198969190522527e+00,9.9879842742459402e-01,1.2828636651458381e+00,2.4605517474100145e+00,-7.7646839578213811e-01,1.3741329618719431e+00,1.6583953806530408e-01,1.7902900788263157e-01,-3.1012949904324166e-01,1.1769068523824420e+00,1.9577328931108184e+00,-1.0723983154020746e+00,-3.7360057373851163e-01,2.7298923590859259e+00,1.7806491622232306e+00,-2.1939677681845628e+00,1.1900440338940388e+00
20260846,9.9999999999987566e-01,1.2434497875801753e-13,-1.6936932866158207e+00,-1.7254183026648084e+00,-1.9950204151965598e+00,7.6168576699178625e-01,-5.2660392031078274e-01,4.1768452753346814e+00,1.4268847968381948e+00,-8.0862907006845952e-01,-3.5388646168196609e+00,-1.4607861610237238e-01,-2.1553550119710829e+00,6.7894959610015126e-01,3.0174498131693999e+00,-1.7332603848303534e+00,-5.1077442534494186e-02,2.4103618244059538e-01,-3.9895730232085574e-01,-2.4079373625567607e-01,1.1637940149178032e+00,-4.4844576466510078e-02,-2.8536647560263413e+00,2.5062682422929798e+00,1.6539492269759462e+00,-2.6864236066431486e+00,6.0331640911626783e-01,2.3285710155357298e+00,4.4386469111053928e-01,-1.0299633205712562e+00,2.5028506495657945e+00,6.3752678556709008e-01,1.2255356857224498e+00,-1.1522939601930751e+00,1.1773196270621922e+00,-2.7018750094593680e-01,2.4882370342435772e-01,-2.4229792500478418e+00,-1.5832521407353874e+00,-8.6423889331754211e-01,4.8284388261683014e-01,1.8089723701881577e-01
20260847,9.9999999999922495e-01,7.7504669349082178e-13,-4.8825833189554013e-01,6.0367745505497949e-01,1.2661857575386254e-01,-5.6424119554398067e-01,1.4561754921987171e+00,6.1249633589850949e-01,-2.1980677982841961e+00,-1.7055408127536278e+00,1.6401348969079297e+00,4.9362925124283326e+00,-2.7784311858734911e+00,-4.1932893486448917e+00,1.4170805362783476e+00,2.4789585722673295e+00,-8.5525695118301590e-02,1.4614679355123053e-01,-2.3606188739390069e-01,9.1502872795635259e-01,-5.8753899910839502e-01,5.6282005600592944e-01,1.0389709349199774e+00,1.7491441260176268e+00,1.5043687166120221e+00,-8.6284184610492121e-01,-1.6013451599215680e+00,-1.1464905107351815e-01,7.2753661254207203e-01,-2.5928725522790036e-01,-2.5369357015347874e-02,6.5314502278037834e-01,-4.6635374650346517e-01,-1.1883326001413466e+00,4.2583356595335792e-01,2.1208448837509479e+00,2.3731182927708887e+00,-2.0952860177958763e-01,9.4680950376496198e-01,7.9992901077708678e-01,9.4556657865257465e-01,4.3179048566604039e-01
20260848,9.9999999999954758e-01,4.5241588253475129e-13,-2.1256169318888425e+00,-1.1593333623877056e+00,-1.1664397048836757e+00,1.1391105473846297e+00,1.5890677522444940e-01,3.3136503549475771e-01,2.1588954888625662e+00,-7.5054059182571331e-01,-3.9547045847367648e+00,-2.0650635710649552e+00,9.7972451664863192e-01,-1.5595054470229215e+00,2.7569189856776695e+00,2.2859160687206690e+00,2.5060659159874126e+00,-6.6044654145042558e-01,5.1420850204444257e-01,1.8036922186522519e+00,-1.6003962554617459e+00,2.2068620727166017e+00,-7.0422993815199297e-01,1.7117222513205643e+00,5.4789728755469769e-01,-1.0876771232331441e+00,-3.7981165005829903e-01,9.8066197915687903e-01,2.3578120646695477e-01,-1.0329139362505895e+00,-1.5957737802085279e+00,-9.9901601789288541e-01,-6.7234400576159248e-01,4.2121580479003501e-01,-1.9218349182226235e+00,-1.6605632298946293e+00,-1.0107985682007765e+00,-1.0938265173772934e+00,-1.4466048889548611e+00,1.3012687845536473e+00,3.4422035627778671e+00,1.4161147020410059e-01
20260849,9.9999999999877864e-01,1.2213563493901347e-12,-8.4167131728011754e-02,8.9441926336986410e-01,-9.3227332152536602e-01,-3.8191623106354666e+00,-9.8632253188644849e-03,7.8192423240128965e+00,-1.1603379600968649e+00,-3.1269637579011378e+00,4.7253909252661543e+00,1.8615489647365029e+00,-8.1690723073937577e-01,1.3760225225376821e+00,2.7888735487486733e+00,-2.7089075223350552e+00,-4.7873893688977154e-01,2.1899387410343545e+00,4.9121532701289544e-01,-1.4785954494907325e+00,2.7231947875386879e+00,-9.8768673901929904e-01,-5.2362672905135554e-01,3.5219635623828314e+00,-4.6008054442796903e-01,-2.5767801309866649e+00,-5.3111138422425430e+00,3.1534671491167394e+00,5.8764863638272429e+00,-3.6307107674799405e-01,-9.1245297640187795e-01,2.5679596690501416e-01,2.9775017972220091e-01,1.0896463107232883e+00,8.7724053690139503e-01,7.3774402707570519e-01,2.2928023741470165e+00,2.6710088709168138e+00,3.2423927222682847e-01,1.8224976471164234e+00,4.6728829979789186e+00,1.2204459656152484e+00
20260850,9.9999999999634137e-01,3.6586289553497409e-12,-1.6898530771595446e+00,-2.0681046959018432e+00,-1.0729689347112454e+00,-9.4182449777932087e-01,-1.7531114490756522e-01,-1.1110105071957992e+00,-2.0911857547817070e-01,1.2537143398410668e+00,-6.4971944792900360e-01,2.1713863023403026e+00,3.2786735707425221e+00,1.5888855514406733e-02,7.2185163928417795e-01,-3.3068224725769659e+00,1.0619982905146319e+00,2.1669458492172303e-01,-1.1913514709669453e+00,2.8498028510864040e+00,2.3909469314001228e+00,1.4941453684277159e+00,7.3195690366124155e-01,6.7221501049377608e-01,-2.3828288874373857e-01,-9.1476031514921063e-01,-3.4775720116902137e-01,6.3151404555803381e-01,6.4971097252044707e-01,-1.1390001429417640e+00,-2.2889967222010305e-01,-7.3983578656347448e-01,7.7632541315005310e-01,1.5588726693001660e+00,-1.9472166680876437e+00,-3.2367237983097336e-01,1.5457762724936812e+00,-1.6702492991716023e+00,-2.6019396359501625e+00,4.5902346643505110e-01,4.0064966155257933e+00,7.6396115459303870e-01
