controller,structure,fid,err,r_fs,speed,Fmin_m1_x1,Fmin_m105_x1,Fmin_m1_x4,Fmin_m105_x4,Fmin_m1_x16,Fmin_m105_x16,violated
41,H0,0.9999724444277629,2.75555722368814e-05,0.0020304300609192715,18.371173070873834,0.999840076509415,0.9998274964114852,0.9998400765094193,0.9998274964114883,0.9998400765094323,0.9998274964114934,0
41,H1,0.9999724444277629,2.75555722368814e-05,0.0017333981243804304,21.519223733316025,0.9998771014647305,0.9998738015252121,0.9998753664877267,0.9998625665479984,0.9998714308157068,0.9998625334699227,0
41,H2,0.9999724444277629,2.75555722368814e-05,0.0018189670370013567,20.506903807858844,0.9998946933078621,0.9998877917400016,0.9998917933705395,0.9998880039216507,0.9998918987531775,0.9998787733525647,0
42,H0,0.9999710122751563,2.89877248403902e-05,0.0020200619472725686,18.371173070873834,0.9998121024954708,0.9997964065316963,0.9998106339606235,0.9997948132961555,0.9998105462985141,0.9997947462012033,0
42,H1,0.9999710122751563,2.89877248403902e-05,0.001377244414269933,26.945767405346846,0.9998761044833664,0.9998716799624207,0.99987329062438,0.9998604600640889,0.9998700980302897,0.9998622261691039,0
42,H2,0.9999710122751563,2.89877248403902e-05,0.0015870586793677414,23.383450233872356,0.9998864179017789,0.9998742809496858,0.9998761460830965,0.9998684465726904,0.9998750446712631,0.9998662537188044,0
43,H0,0.9999695105227183,3.04894772850117e-05,0.0020094615037233683,18.371173070873834,0.9998496694238419,0.9998383849366899,0.999849669423853,0.9998383849366907,0.9998496694238966,0.9998383849367013,0
43,H1,0.9999695105227183,3.04894772850117e-05,0.0012712280162587098,29.039766738941598,0.9998799940335309,0.9998810687326933,0.999864478976736,0.9998540669990927,0.9998631300508984,0.9998522744897194,0
43,H2,0.9999695105227183,3.04894772850117e-05,0.0013507024311159165,27.331086561872237,0.9998875421656521,0.9999091615373844,0.9998802837845434,0.9998710237577334,0.999878352800543,0.9998691597065459,0
44,H0,0.9999564152856504,4.3584714347733e-05,0.001926311191678899,18.371173070873834,0.9998593793511377,0.9998512694246497,0.999858439612673,0.999848814511705,0.9998584687332412,0.999848854785973,0
44,H1,0.9999564152856504,4.3584714347733e-05,0.0015644730535642614,22.620137950008274,0.9998490951007175,0.999840895207761,0.9998415775844292,0.9998301729101959,0.9998413357180107,0.9998298176478668,0
44,H2,0.9999564152856504,4.3584714347733e-05,0.0013044958300984437,27.12817892873117,0.9998539864476841,0.9998441990255658,0.9998391179044479,0.999826920419759,0.9998373313324631,0.9998389290008869,0
45,H0,0.9999550715123708,4.49284876261613e-05,0.0019185361557471892,18.371173070873834,0.9998446953926606,0.9998339294579837,0.9998446953926671,0.9998339294579823,0.9998446953926979,0.9998339294579734,0
45,H1,0.9999550715123708,4.49284876261613e-05,0.0015166400231758155,23.23937072830019,0.9998819633882873,0.9998756619449626,0.999875353733597,0.9998749549544176,0.9998751797426583,0.9998688790779501,0
45,H2,0.9999550715123708,4.49284876261613e-05,0.001295401136581814,27.208374892246777,0.9998721268583145,0.9998636895076777,0.9998644003260265,0.9998551208113853,0.99986408228116,0.9998549410720415,0
46,H0,0.9999470205626784,5.29794373205217e-05,0.0018742085149435767,18.371173070873834,0.999817089927272,0.99980492711577,0.9998143326222025,0.9998019305205973,0.9998143326222072,0.9998019305205982,0
46,H1,0.9999470205626784,5.29794373205217e-05,0.0012722221903381308,27.063990284419347,0.9998737347485971,0.9998855298671551,0.9998691530116349,0.9998591674138001,0.9998671385272414,0.999860685569364,0
46,H2,0.9999470205626784,5.29794373205217e-05,0.0013194135785834238,26.09599412786159,0.9998940098610435,0.9998908544028139,0.9998887833884731,0.9998785564863917,0.9998839105862661,0.9998782006454701,0
47,H0,0.9999444525464533,5.55474535466338e-05,0.0018607892574149098,18.371173070873834,0.9998525237935315,0.9998415450860867,0.9998492002895274,0.9998413316688124,0.9998509408634464,0.9998427403725904,0
