controller,fid,err,M_H0,KM_H0,ratio_H0,KTOb_H0,Kflb_H0,wunc_H0,wavg_H0,wdev_H0,M_H1,KM_H1,ratio_H1,KTOb_H1,Kflb_H1,wunc_H1,wavg_H1,wdev_H1,M_H2,KM_H2,ratio_H2,KTOb_H2,Kflb_H2,wunc_H2,wavg_H2,wdev_H2
1,0.9999998848788966,1.15121103427818e-07,0.00645376211457971,0.0032141684802945887,2.007910336420262,0.6071390519503447,0.995340576384573,2.0,0.8443154571311586,2.223615617811752,0.010113432028921086,0.0032763307071590805,3.086816604569959,1.0223982582611904,0.9554043655639642,5.64103122919798,0.47752074224686064,5.819918413306809,0.010837132721039843,0.0038111745284472396,2.84351520512894,0.924095115981582,0.9716807190199344,4.43738222975162,0.45563900825030945,4.756077473119039
2,0.9999998206620195,1.79337980465988e-07,0.0060975342255577564,0.0030470358089377193,2.0011363856217774,0.6027449618345095,0.9954801100048668,2.0,0.896378576088481,2.11341933181386,0.007339917769277931,0.002462088330560528,2.9811756459634813,1.013527803990187,0.9571343663282413,7.9770898847211,0.5818742662048594,7.973261406597494,0.007744731357457922,0.002434128206896601,3.18172696718062,1.0781415184372896,0.9431393284903533,8.11702802978182,0.5780134274167614,8.159169174000322
3,0.9999995197769479,4.80223052101714e-07,0.005533830800896426,0.002652416188567667,2.086335781220199,0.6106683360755808,0.9952260816420821,2.0,1.0327000361281153,2.1790667707223883,0.010010257458491824,0.0030056489311427303,3.33048126638196,1.1221778622675025,0.9315449061425264,6.540712894509,0.4573865078400683,6.676492881563431,0.008851702821750356,0.003413880595415837,2.5928565965770547,0.845915779387814,0.9808129218089925,4.96652190106724,0.5150404912049348,5.048560085231125
4,0.9999991835309329,8.16469067133063e-07,0.00654245493790742,0.0037634304272150323,1.7384285599106684,0.5599616291930423,0.9966753227162706,2.0,0.6917877029060568,2.180373165828689,0.01177913745955228,0.004602009585175403,2.559563869118566,0.8226931324395362,0.9830049411801836,3.44303515660182,0.39702212273874943,3.6863420706817274,0.008265957954075483,0.003301158552369871,2.5039566633785064,0.7946497358612938,0.9853777045639078,4.60940113355484,0.583275801719751,4.828938037056314
5,0.9999989947531169,1.00524688306791e-06,0.005317840642048011,0.0029129610075203025,1.8255790682810735,0.5676530807359575,0.9964811354598644,2.0,0.9221132029141084,2.201125375870119,0.00890390124742228,0.003965264309479072,2.2454748416485786,0.690620058591696,0.9919812601498107,3.08403423242532,0.5681613173037884,3.152456840988201,0.009535938977366662,0.003567448919118702,2.673041490870851,0.8426154068120509,0.9811376887900417,4.33815065679696,0.5240052404405977,4.621347949693276
6,0.9999989350273581,1.06497264185101e-06,0.006093313851776862,0.0033373230544643667,1.8258088151297736,0.5713613486834407,0.9963844133762777,2.0,0.7892596013166078,2.2684837756958696,0.006374061528637962,0.002205077536400673,2.890629206192124,0.9595360893261344,0.9665052558948843,8.4057126711624,0.6843694463066886,8.575915967366837,0.008002705125026205,0.00327681322993185,2.442221928282633,0.7774236586207256,0.9866976712891179,4.58524923698694,0.5863564846120075,4.88618540118845
7,0.9999983494355296,1.65056447043455e-06,0.00580664625731857,0.0028561162981991083,2.033056658435052,0.5986652218075441,0.9956067141694362,2.0,0.9340041380757272,2.1745714889513406,0.007383452414984579,0.002793886797880379,2.6427170995568385,0.8338504930401165,0.9819786214782302,5.6590781266506,0.6572121760176239,5.822411400010153,0.010116386954182498,0.003121063230540295,3.2413271398001204,1.061390767305323,0.9470904976380233,5.86837849110884,0.4696329773376552,6.2272741861328775
8,0.9999976099109873,2.39008901270488e-06,0.005627063189047068,0.0030043497198750236,1.8729720950333122,0.5713347811342381,0.9963851136184046,2.0,0.8756782750566438,2.15974455984878,0.011831319027530325,0.003693960053256756,3.2028822339590057,1.0196083822083184,0.9559546406640581,4.74495277855648,0.4282526382054944,4.922176938248057,0.009405286883048087,0.0028257447190614396,3.3284276600088694,1.0756682941223157,0.9437378779720431,6.49839099524488,0.5242569126837474,6.658542477732985
9,0.9999972515493131,2.74845068692908e-06,0.005479497305476177,0.002813933719073615,1.947273053496122,0.5811284536708184,0.9961197208831287,2.0,0.9369592699777268,2.195684331876355,0.0077002710103772345,0.003417544928507707,2.2531586771968515,0.6934776268729591,0.9918394922396048,3.73273773934866,0.6250770397193561,3.8578052880783025,0.008339966689311772,0.0034264702347167027,2.4339819458555176,0.7559077666088945,0.9882103141780162,4.20265236168124,0.5743444415047533,4.317946029860613
10,0.9999964305638135,3.5694361865124e-06,0.006152389108433592,0.0033632445432537255,1.8293017439884245,0.5641977404765303,0.9965694351567823,2.0,0.7611940484817643,2.191545946540019,0.007915008000722793,0.0023727093524680146,3.335852321098604,1.0756727835677766,0.9437367963037915,7.76297600635256,0.6097233648570299,7.927988712805946,0.007533149693035933,0.0030325644155526615,2.4840856320814786,0.7876101717160828,0.9859292585897771,5.05639331068696,0.5908742485473196,5.471662428880418
