controller,structure,fid,err,MB_ind,MB_sys,gamma_ind,gamma_sys,magnus_ok,Fmin_attack
10,H1,0.9999964305638135,3.5694361865124e-06,0.001086553515059963,0.0019249300368489825,0.2709925144164868,0.07898693092332602,1,nan
10,H2,0.9999964305638135,3.5694361865124e-06,0.0012460032721758484,0.0026010622238530957,0.3990810151991654,0.11754496924786646,1,nan
11,H0,0.9999963832699197,3.6167300803136e-06,0.001373365427924648,0.003046110878787206,1.0,0.4155925059344414,1,nan
11,H1,0.9999963832699197,3.6167300803136e-06,0.0015583848208018953,0.003298194042311022,0.3962025810050353,0.11153786818022762,1,nan
11,H2,0.9999963832699197,3.6167300803136e-06,0.0018026644925546434,0.0038761349838161907,0.4030668883216865,0.11096561092344406,1,nan
12,H0,0.9999959548828486,4.04511715135225e-06,0.0013684067124904485,0.0026519970692282908,1.0,0.4877145088730397,1,nan
12,H1,0.9999959548828486,4.04511715135225e-06,0.001316450212290485,0.0025965164536787826,0.4129863608670794,0.14440636238823887,1,nan
12,H2,0.9999959548828486,4.04511715135225e-06,0.0018377624191291612,0.00281474546318222,0.237776922905762,0.09670346572291899,1,nan
13,H0,0.9999957175219889,4.28247801109727e-06,0.0013657717685874404,0.0025282645162246257,1.0,0.5141834877081654,1,nan
13,H1,0.9999957175219889,4.28247801109727e-06,0.0013050368566201,0.0022192340824472357,0.2648583007976338,0.08685095248541554,1,nan
13,H2,0.9999957175219889,4.28247801109727e-06,0.0015497659964403359,0.0027800425377224242,0.342611774919874,0.1274757691873752,1,nan
14,H0,0.9999949655878757,5.03441212429401e-06,0.0013578732854618528,0.0031114991005650443,1.0,0.399801838772405,1,nan
14,H1,0.9999949655878757,5.03441212429401e-06,0.0010463281672316881,0.0020330717401054734,0.3318972607749818,0.09601718745115917,1,nan
14,H2,0.9999949655878757,5.03441212429401e-06,0.001447009059125437,0.0031203881845545227,0.4063277141703419,0.11289760786317535,1,nan
15,H0,0.9999948004295495,5.19957045053143e-06,0.0013562190476464448,0.002710653727682585,1.0,0.47080021829637525,1,nan
15,H1,0.9999948004295495,5.19957045053143e-06,0.0010772719099137265,0.001951303827837536,0.2761705413087733,0.07714830148928586,1,nan
15,H2,0.9999948004295495,5.19957045053143e-06,0.0012404588021484916,0.0023033883983120517,0.2729292322014859,0.06747854813372298,1,nan
16,H0,0.9999946724644592,5.32753554083332e-06,0.0013549552741194035,0.0034161916128113844,1.0,0.3547951623142858,1,nan
16,H1,0.9999946724644592,5.32753554083332e-06,0.0016497815154868218,0.003781488156492163,0.4040190003093879,0.09323697460830914,1,nan
16,H2,0.9999946724644592,5.32753554083332e-06,0.0014285297869255224,0.0026118446270699727,0.275785705327462,0.07418257931083423,1,nan
17,H0,0.9999944998331917,5.50016680833654e-06,0.0013532741179729931,0.002462184686402558,1.0,0.5246529103596649,1,nan
17,H1,0.9999944998331917,5.50016680833654e-06,0.0011827711946653017,0.0021117734865731246,0.2877620615336413,0.09010835903956278,1,nan
17,H2,0.9999944998331917,5.50016680833654e-06,0.0009199897047156156,0.0018848757090515562,0.33020495378888975,0.07937798423428237,1,nan
18,H0,0.9999942152718732,5.78472812684527e-06,0.0013505593511740905,0.0030364867701463687,1.0,0.40938189863439634,1,nan
18,H1,0.9999942152718732,5.78472812684527e-06,0.0011522967193936364,0.001958243421487899,0.28338564003890193,0.10173245543097402,1,nan
18,H2,0.9999942152718732,5.78472812684527e-06,0.0016013743517931975,0.0032492157866662696,0.3816015834652373,0.11630471545304502,1,nan
19,H0,0.9999917977476402,8.20225235975691e-06,0.001329759055741936,0.0027062131334176006,1.0,0.46154279046807556,1,nan
